CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,TRANS_LV1,TRANS_LV2,Merchant_ID_Masked,ts_dt,tx_id,is_high_risk_cat,cum_cat_count,cum_tx_count,IS_FIRST_TIME_HIGH_RISK_CAT,IS_FIRST_TIME_HIGH_RISK_HIGH_VAL,MERCHANT_TOTAL_DISTINCT_CUSTOMERS,MERCHANT_TOTAL_TRANS_COUNT,MERCHANT_TOTAL_AMOUNT,risk_score
640465,2019-08-04,9,57900000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-04 09:00:00,753722,1,0,1,1,1,46204,989006,10890308817423.29,2.5
641175,2019-11-25,10,150000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-25 10:00:00,1259762,1,0,8,1,1,46204,989006,10890308817423.29,2.5
642593,2019-07-04,15,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-04 15:00:00,908431,1,0,3,1,1,46204,989006,10890308817423.29,2.5
644360,2019-10-18,6,111000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-18 06:00:00,1129032,1,0,1,1,1,46204,989006,10890308817423.29,2.5
645261,2019-10-28,11,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-28 11:00:00,1162130,1,0,1,1,1,46204,989006,10890308817423.29,2.5
646299,2019-09-26,20,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-26 20:00:00,1361517,1,0,1,1,1,46204,989006,10890308817423.29,2.5
648586,2019-12-16,15,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-16 15:00:00,1300627,1,0,3,1,1,46204,989006,10890308817423.29,2.5
649080,2019-09-17,10,49600000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-17 10:00:00,972226,1,0,1,1,1,46204,989006,10890308817423.29,2.5
652844,2019-08-12,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-12 09:00:00,986076,1,0,1,1,1,46204,989006,10890308817423.29,2.5
653698,2019-05-20,7,500000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-20 07:00:00,624935,1,0,1,1,1,46204,989006,10890308817423.29,2.5
654759,2019-09-19,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-19 10:00:00,1296389,1,0,1,1,1,46204,989006,10890308817423.29,2.5
655665,2019-03-07,20,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-07 20:00:00,218739,1,0,2,1,1,46204,989006,10890308817423.29,2.5
656087,2019-11-01,17,41000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-01 17:00:00,1225356,1,0,1,1,1,46204,989006,10890308817423.29,2.5
658010,2019-07-13,17,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-13 17:00:00,416320,1,0,7,1,1,46204,989006,10890308817423.29,2.5
658846,2019-08-08,13,48000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-08 13:00:00,1390245,1,0,2,1,1,46204,989006,10890308817423.29,2.5
662156,2019-05-03,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-03 08:00:00,328553,1,0,2,1,1,46204,989006,10890308817423.29,2.5
663515,2019-12-19,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-19 15:00:00,801072,1,0,14,1,1,46204,989006,10890308817423.29,2.5
664025,2019-09-15,19,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-15 19:00:00,822048,1,0,1,1,1,46204,989006,10890308817423.29,2.5
665172,2019-05-04,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-04 09:00:00,398989,1,0,1,1,1,46204,989006,10890308817423.29,2.5
665663,2019-11-21,9,94000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-21 09:00:00,1254855,1,0,17,1,1,46204,989006,10890308817423.29,2.5
666475,2019-06-14,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-14 08:00:00,771458,1,0,1,1,1,46204,989006,10890308817423.29,2.5
667543,2019-07-25,9,46500000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-25 09:00:00,1259596,1,0,10,1,1,46204,989006,10890308817423.29,2.5
668021,2019-08-13,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-13 15:00:00,641914,1,0,5,1,1,46204,989006,10890308817423.29,2.5
668677,2019-12-31,20,250000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-31 20:00:00,1410186,1,0,1,1,1,46204,989006,10890308817423.29,2.5
668774,2019-05-10,12,300000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-10 12:00:00,311928,1,0,9,1,1,46204,989006,10890308817423.29,2.5
669253,2019-05-23,19,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-23 19:00:00,530466,1,0,1,1,1,46204,989006,10890308817423.29,2.5
670858,2019-11-05,15,105000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-05 15:00:00,1398660,1,0,1,1,1,46204,989006,10890308817423.29,2.5
673482,2019-08-01,20,41000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-01 20:00:00,888753,1,0,1,1,1,46204,989006,10890308817423.29,2.5
675756,2019-05-05,11,39880000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-05 11:00:00,168526,1,0,15,1,1,46204,989006,10890308817423.29,2.5
677594,2019-11-20,10,190000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-20 10:00:00,1356633,1,0,4,1,1,46204,989006,10890308817423.29,2.5
678049,2019-09-28,12,43000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-28 12:00:00,1050385,1,0,1,1,1,46204,989006,10890308817423.29,2.5
684351,2019-11-28,12,41650000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-28 12:00:00,1275315,1,0,1,1,1,46204,989006,10890308817423.29,2.5
686513,2019-11-25,14,45000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-25 14:00:00,1265268,1,0,3,1,1,46204,989006,10890308817423.29,2.5
688596,2019-07-11,11,49000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-11 11:00:00,1349419,1,0,2,1,1,46204,989006,10890308817423.29,2.5
688678,2019-08-17,8,49000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-17 08:00:00,1391277,1,0,2,1,1,46204,989006,10890308817423.29,2.5
691695,2019-08-29,15,400000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-29 15:00:00,1384495,1,0,1,1,1,46204,989006,10890308817423.29,2.5
691850,2019-08-01,10,47372000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-01 10:00:00,1237372,1,0,1,1,1,46204,989006,10890308817423.29,2.5
696310,2019-10-20,12,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-20 12:00:00,1025097,1,0,10,1,1,46204,989006,10890308817423.29,2.5
699055,2019-05-28,13,70000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-28 13:00:00,285394,1,0,17,1,1,46204,989006,10890308817423.29,2.5
701323,2019-08-22,12,48000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-22 12:00:00,1281993,1,0,1,1,1,46204,989006,10890308817423.29,2.5
704129,2019-11-02,13,300000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-02 13:00:00,1312795,1,0,4,1,1,46204,989006,10890308817423.29,2.5
705651,2019-06-25,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-25 09:00:00,112911,1,0,4,1,1,46204,989006,10890308817423.29,2.5
706291,2019-08-08,6,41451000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-08 06:00:00,1353258,1,0,2,1,1,46204,989006,10890308817423.29,2.5
710303,2019-09-10,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-10 09:00:00,390310,1,0,25,1,1,46204,989006,10890308817423.29,2.5
712566,2019-11-15,11,87984880.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-15 11:00:00,1235385,1,0,1,1,1,46204,989006,10890308817423.29,2.5
715370,2019-04-12,16,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-12 16:00:00,233126,1,0,1,1,1,46204,989006,10890308817423.29,2.5
718725,2019-08-23,17,83260000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-23 17:00:00,887096,1,0,1,1,1,46204,989006,10890308817423.29,2.5
719521,2019-09-05,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-05 15:00:00,856755,1,0,3,1,1,46204,989006,10890308817423.29,2.5
722343,2019-12-11,14,84000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-11 14:00:00,1400469,1,0,2,1,1,46204,989006,10890308817423.29,2.5
722579,2019-11-04,18,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-04 18:00:00,1350741,1,0,10,1,1,46204,989006,10890308817423.29,2.5
722770,2019-10-19,10,42000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-19 10:00:00,1147382,1,0,1,1,1,46204,989006,10890308817423.29,2.5
724308,2019-07-08,11,70000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-08 11:00:00,649539,1,0,2,1,1,46204,989006,10890308817423.29,2.5
724335,2019-08-07,16,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-07 16:00:00,1179576,1,0,1,1,1,46204,989006,10890308817423.29,2.5
724608,2019-07-15,15,379791000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-15 15:00:00,748827,1,0,1,1,1,46204,989006,10890308817423.29,2.5
725978,2019-08-14,10,150000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-14 10:00:00,1415866,1,0,1,1,1,46204,989006,10890308817423.29,2.5
728220,2019-04-13,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-13 10:00:00,200131,1,0,1,1,1,46204,989006,10890308817423.29,2.5
729595,2019-11-04,11,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-04 11:00:00,1260383,1,0,1,1,1,46204,989006,10890308817423.29,2.5
729928,2019-08-01,17,51000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-01 17:00:00,758453,1,0,14,1,1,46204,989006,10890308817423.29,2.5
731277,2019-09-05,8,250000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-05 08:00:00,1352428,1,0,2,1,1,46204,989006,10890308817423.29,2.5
731543,2019-07-20,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-20 10:00:00,1304832,1,0,1,1,1,46204,989006,10890308817423.29,2.5
734050,2019-04-16,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-16 15:00:00,169974,1,0,2,1,1,46204,989006,10890308817423.29,2.5
734903,2019-05-29,16,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-29 16:00:00,440962,1,0,7,1,1,46204,989006,10890308817423.29,2.5
734991,2019-09-03,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-03 09:00:00,555328,1,0,7,1,1,46204,989006,10890308817423.29,2.5
735379,2019-08-09,2,48000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-09 02:00:00,72171,1,0,3,1,1,46204,989006,10890308817423.29,2.5
735927,2019-11-05,7,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-05 07:00:00,1183853,1,0,2,1,1,46204,989006,10890308817423.29,2.5
736537,2019-11-22,11,43520000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-22 11:00:00,804226,1,0,1,1,1,46204,989006,10890308817423.29,2.5
741826,2019-10-29,16,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-29 16:00:00,1367475,1,0,1,1,1,46204,989006,10890308817423.29,2.5
743821,2019-10-05,15,60000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-05 15:00:00,1378331,1,0,1,1,1,46204,989006,10890308817423.29,2.5
745660,2019-08-08,12,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-08 12:00:00,727086,1,0,1,1,1,46204,989006,10890308817423.29,2.5
746951,2019-01-20,20,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-01-20 20:00:00,11156,1,0,1,1,1,46204,989006,10890308817423.29,2.5
747965,2019-09-22,11,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-22 11:00:00,1404948,1,0,1,1,1,46204,989006,10890308817423.29,2.5
750483,2019-05-24,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-24 10:00:00,435495,1,0,2,1,1,46204,989006,10890308817423.29,2.5
755581,2019-06-27,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-27 09:00:00,574745,1,0,2,1,1,46204,989006,10890308817423.29,2.5
759799,2019-08-21,8,145000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-21 08:00:00,1199590,1,0,8,1,1,46204,989006,10890308817423.29,2.5
760703,2019-08-06,19,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-06 19:00:00,1353045,1,0,1,1,1,46204,989006,10890308817423.29,2.5
763400,2019-11-28,15,125700000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-28 15:00:00,1275841,1,0,1,1,1,46204,989006,10890308817423.29,2.5
765930,2019-09-20,16,110000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-20 16:00:00,1109488,1,0,1,1,1,46204,989006,10890308817423.29,2.5
770276,2019-12-02,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-02 09:00:00,1226861,1,0,1,1,1,46204,989006,10890308817423.29,2.5
771874,2019-08-31,10,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-31 10:00:00,935648,1,0,2,1,1,46204,989006,10890308817423.29,2.5
772119,2019-07-25,13,43500000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-25 13:00:00,753448,1,0,1,1,1,46204,989006,10890308817423.29,2.5
773223,2019-11-21,10,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-21 10:00:00,1405131,1,0,1,1,1,46204,989006,10890308817423.29,2.5
774599,2019-04-19,22,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-19 22:00:00,97772,1,0,2,1,1,46204,989006,10890308817423.29,2.5
774899,2019-11-05,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-05 09:00:00,825397,1,0,12,1,1,46204,989006,10890308817423.29,2.5
776465,2019-09-17,13,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-17 13:00:00,594471,1,0,6,1,1,46204,989006,10890308817423.29,2.5
777848,2019-12-28,19,95000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-28 19:00:00,1389453,1,0,1,1,1,46204,989006,10890308817423.29,2.5
780918,2019-03-28,15,51500000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-28 15:00:00,562147,1,0,2,1,1,46204,989006,10890308817423.29,2.5
780986,2019-09-14,19,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-14 19:00:00,1005583,1,0,1,1,1,46204,989006,10890308817423.29,2.5
781672,2019-12-09,20,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-09 20:00:00,1408802,1,0,2,1,1,46204,989006,10890308817423.29,2.5
782779,2019-09-23,9,72650000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-23 09:00:00,1129756,1,0,1,1,1,46204,989006,10890308817423.29,2.5
783265,2019-08-26,14,110500000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-26 14:00:00,1411572,1,0,1,1,1,46204,989006,10890308817423.29,2.5
783364,2019-07-27,13,39000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-27 13:00:00,752539,1,0,1,1,1,46204,989006,10890308817423.29,2.5
785800,2019-05-11,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-11 10:00:00,625787,1,0,1,1,1,46204,989006,10890308817423.29,2.5
785980,2019-12-15,0,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-15 00:00:00,1401154,1,0,1,1,1,46204,989006,10890308817423.29,2.5
787635,2019-08-28,8,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-28 08:00:00,1348938,1,0,1,1,1,46204,989006,10890308817423.29,2.5
788800,2019-07-24,17,80000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-24 17:00:00,863755,1,0,6,1,1,46204,989006,10890308817423.29,2.5
789034,2019-12-25,17,60000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-25 17:00:00,1388014,1,0,1,1,1,46204,989006,10890308817423.29,2.5
789418,2019-12-13,15,301000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-13 15:00:00,1385513,1,0,1,1,1,46204,989006,10890308817423.29,2.5
789896,2019-08-05,18,44000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-05 18:00:00,1369688,1,0,1,1,1,46204,989006,10890308817423.29,2.5
791196,2019-10-08,8,205600000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-08 08:00:00,1036233,1,0,11,1,1,46204,989006,10890308817423.29,2.5
797163,2019-12-27,17,45900000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-27 17:00:00,1341286,1,0,1,1,1,46204,989006,10890308817423.29,2.5
798877,2019-11-19,16,110000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-19 16:00:00,1212108,1,0,1,1,1,46204,989006,10890308817423.29,2.5
798948,2019-09-05,19,300000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-05 19:00:00,734686,1,0,4,1,1,46204,989006,10890308817423.29,2.5
799399,2019-06-06,9,39589459.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-06 09:00:00,534301,1,0,3,1,1,46204,989006,10890308817423.29,2.5
801756,2019-05-31,10,49078000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-31 10:00:00,1067775,1,0,2,1,1,46204,989006,10890308817423.29,2.5
803691,2019-10-22,14,500000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-22 14:00:00,1406382,1,0,1,1,1,46204,989006,10890308817423.29,2.5
803925,2019-12-12,13,105457000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-12 13:00:00,1399563,1,0,1,1,1,46204,989006,10890308817423.29,2.5
804058,2019-08-12,14,400006000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-12 14:00:00,835814,1,0,1,1,1,46204,989006,10890308817423.29,2.5
804481,2019-02-28,10,44000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-02-28 10:00:00,497013,1,0,1,1,1,46204,989006,10890308817423.29,2.5
805374,2019-10-07,11,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-07 11:00:00,402210,1,0,26,1,1,46204,989006,10890308817423.29,2.5
805639,2019-06-17,17,130000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-17 17:00:00,596949,1,0,1,1,1,46204,989006,10890308817423.29,2.5
806250,2019-03-09,11,45000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-09 11:00:00,88449,1,0,1,1,1,46204,989006,10890308817423.29,2.5
807457,2019-07-03,11,60000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-03 11:00:00,616422,1,0,1,1,1,46204,989006,10890308817423.29,2.5
807788,2019-11-26,11,60000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-26 11:00:00,1384547,1,0,4,1,1,46204,989006,10890308817423.29,2.5
808719,2019-12-30,20,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-30 20:00:00,1365626,1,0,3,1,1,46204,989006,10890308817423.29,2.5
809805,2019-08-21,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-21 14:00:00,876393,1,0,1,1,1,46204,989006,10890308817423.29,2.5
815139,2019-04-25,16,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-25 16:00:00,359505,1,0,5,1,1,46204,989006,10890308817423.29,2.5
816708,2019-06-20,15,300000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-20 15:00:00,566921,1,0,1,1,1,46204,989006,10890308817423.29,2.5
818086,2019-08-06,15,180000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-06 15:00:00,775335,1,0,1,1,1,46204,989006,10890308817423.29,2.5
821164,2019-08-12,11,42000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-12 11:00:00,1352081,1,0,1,1,1,46204,989006,10890308817423.29,2.5
821218,2019-04-08,11,80000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-08 11:00:00,884222,1,0,3,1,1,46204,989006,10890308817423.29,2.5
822350,2019-04-09,20,204100000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-09 20:00:00,192681,1,0,1,1,1,46204,989006,10890308817423.29,2.5
822669,2019-11-03,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-03 09:00:00,949444,1,0,15,1,1,46204,989006,10890308817423.29,2.5
823594,2019-11-23,11,334000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-23 11:00:00,1373960,1,0,1,1,1,46204,989006,10890308817423.29,2.5
827471,2019-05-10,20,114800000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-10 20:00:00,343875,1,0,5,1,1,46204,989006,10890308817423.29,2.5
831273,2019-07-22,10,47000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-22 10:00:00,726593,1,0,1,1,1,46204,989006,10890308817423.29,2.5
831590,2019-05-08,16,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-08 16:00:00,330647,1,0,1,1,1,46204,989006,10890308817423.29,2.5
831773,2019-12-05,17,250000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-05 17:00:00,1296052,1,0,1,1,1,46204,989006,10890308817423.29,2.5
833095,2019-08-13,12,69999000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-13 12:00:00,1019800,1,0,1,1,1,46204,989006,10890308817423.29,2.5
835244,2019-10-07,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-07 09:00:00,1073716,1,0,4,1,1,46204,989006,10890308817423.29,2.5
836549,2019-10-19,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-19 10:00:00,1366870,1,0,1,1,1,46204,989006,10890308817423.29,2.5
840400,2019-06-25,23,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-25 23:00:00,583959,1,0,4,1,1,46204,989006,10890308817423.29,2.5
840475,2019-07-08,17,287404000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-08 17:00:00,255887,1,0,6,1,1,46204,989006,10890308817423.29,2.5
840746,2019-08-15,12,180000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-15 12:00:00,157545,1,0,40,1,1,46204,989006,10890308817423.29,2.5
842408,2019-11-09,16,500000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-09 16:00:00,1253258,1,0,2,1,1,46204,989006,10890308817423.29,2.5
842731,2019-11-05,14,75000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-05 14:00:00,1208824,1,0,1,1,1,46204,989006,10890308817423.29,2.5
843031,2019-08-15,16,47360380.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-15 16:00:00,805446,1,0,3,1,1,46204,989006,10890308817423.29,2.5
845951,2019-04-29,12,72000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-29 12:00:00,295356,1,0,2,1,1,46204,989006,10890308817423.29,2.5
847323,2019-07-13,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-13 14:00:00,671945,1,0,2,1,1,46204,989006,10890308817423.29,2.5
849127,2019-06-27,12,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-27 12:00:00,532901,1,0,9,1,1,46204,989006,10890308817423.29,2.5
849516,2019-06-26,17,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-26 17:00:00,593719,1,0,1,1,1,46204,989006,10890308817423.29,2.5
849582,2019-12-28,10,101300000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-28 10:00:00,1411577,1,0,1,1,1,46204,989006,10890308817423.29,2.5
849659,2019-08-20,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-20 08:00:00,1256840,1,0,1,1,1,46204,989006,10890308817423.29,2.5
849692,2019-08-05,12,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-05 12:00:00,1029172,1,0,1,1,1,46204,989006,10890308817423.29,2.5
851303,2019-08-17,9,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-17 09:00:00,41070,1,0,28,1,1,46204,989006,10890308817423.29,2.5
851619,2019-12-30,17,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-30 17:00:00,1339130,1,0,1,1,1,46204,989006,10890308817423.29,2.5
852390,2019-06-04,10,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-04 10:00:00,458326,1,0,3,1,1,46204,989006,10890308817423.29,2.5
853023,2019-06-29,7,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-29 07:00:00,1391555,1,0,1,1,1,46204,989006,10890308817423.29,2.5
858750,2019-09-07,9,240000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-07 09:00:00,1356887,1,0,1,1,1,46204,989006,10890308817423.29,2.5
