CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
1149,1,0.1502862125635147,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 70.4x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.6290), BALANCE_COVERAGE_RATIO (+1.6039), TRANS_LV1 (+0.8530)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.2756), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2428)","TRANS_AMOUNT: 105,000,000.00 -> 73,337,259.29 (-31,662,740.71)",Payment,Credit_card_repayment,2019-11-30,Sat,14,2,105000000.0,NaN,Android,133.21.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,105000000.0,1,105000000.0,1,155100000.0,2,179800000.0,3,372711000.0,7,1722943000.0,23,1492431.96125,70275347.51773049,141,0.16666666666666666,0,4417.0,LOGIN,0.0,118.0,0.043763912950767064,-0.8376228017000888
1149,1,0.0673866719007492,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 50.8x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.5076), BALANCE_COVERAGE_RATIO (+1.2135), TRANS_LV1 (+0.8522)","VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.4131), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2480)","TRANS_AMOUNT: 75,800,000.00 -> 68,117,899.70 (-7,682,100.30)",Payment,Credit_card_repayment,2019-12-03,Tue,10,1,75800000.0,NaN,Android,26.56.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,75800000.0,1,75800000.0,1,75800000.0,1,75800000.0,1,317300000.0,7,1510293000.0,22,1492431.96125,70275347.51773049,141,2.7083333333333335,0,4485.0,LOGIN,0.0,121.0,0.043763912950767064,-0.8376228017000888
1149,1,0.69415682554245,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 105.0x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.0689), BALANCE_COVERAGE_RATIO (+1.8289), TRANS_LV1 (+0.8614)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.2762)","TRANS_AMOUNT: 156,700,000.00 -> 68,457,768.54 (-88,242,231.46)",Payment,Credit_card_repayment,2019-12-03,Tue,13,2,156700000.0,NaN,Android,187.248.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,156700000.0,1,232500000.0,2,232500000.0,2,232500000.0,2,474000000.0,8,1666993000.0,23,1492431.96125,70275347.51773049,141,0.125,0,4488.0,LOGIN,0.0,122.0,0.043763912950767064,-0.8376228017000888
1149,1,0.8586052060127258,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 122.6x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.0689), BALANCE_COVERAGE_RATIO (+1.9670), TRANS_LV1 (+0.8749)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3424)","TRANS_AMOUNT: 183,000,000.00 -> 63,790,729.52 (-119,209,270.48)",Payment,Credit_card_repayment,2019-12-04,Wed,13,2,183000000.0,NaN,Android,84.173.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,183000000.0,1,183000000.0,1,361700000.0,3,437500000.0,4,669000000.0,9,1654293000.0,24,1492431.96125,70275347.51773049,141,0.9166666666666666,0,4512.0,LOGIN,0.0,124.0,0.043763912950767064,-0.8376228017000888
1149,1,0.9459854960441589,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 126.1x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.1226), BALANCE_COVERAGE_RATIO (+1.9228), TRANS_LV1 (+0.8780)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3547), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3424)","TRANS_AMOUNT: 188,210,000.00 -> 60,192,680.28 (-128,017,319.72)",Payment,Credit_card_repayment,2019-12-04,Wed,21,3,188210000.0,NaN,Android,67.165.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,188210000.0,1,188210000.0,1,421210000.0,3,675710000.0,6,907210000.0,11,1395453000.0,21,1492431.96125,70275347.51773049,141,0.25,0,4520.0,LOGIN,0.0,126.0,0.043763912950767064,-0.8376228017000888
1149,1,0.10898493975400925,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 46.4x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.6985), BALANCE_COVERAGE_RATIO (+1.1928), TRANS_LV1 (+0.8901)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4032), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2624), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.2602)","TRANS_AMOUNT: 69,300,000.00 -> 66,264,040.66 (-3,035,959.34)",Payment,Credit_card_repayment,2019-12-04,Wed,22,1,69300000.0,NaN,Android,71.88.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,257510000.0,2,257510000.0,2,490510000.0,4,745010000.0,7,976510000.0,12,1464753000.0,22,1492431.96125,70275347.51773049,141,0.041666666666666664,0,4521.0,LOGIN,0.0,127.0,0.043763912950767064,-0.8376228017000888
1149,1,1.0,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 197.7x monthly average balance, and transaction amount is 4.2x higher than historical average.","TRANS_LV2 (+2.1194), BALANCE_COVERAGE_RATIO (+2.1084), TRANS_AMOUNT_Z_SCORE (+0.9018)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.4029), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3547)","TRANS_AMOUNT: 295,100,000.00 -> 66,393,391.13 (-228,706,608.87)",Payment,Credit_card_repayment,2019-12-05,Thu,10,2,295100000.0,NaN,Android,218.243.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,295100000.0,1,295100000.0,1,785610000.0,5,1040110000.0,8,1271610000.0,13,1759853000.0,23,1492431.96125,70275347.51773049,141,0.5,0,4533.0,LOGIN,0.0,128.0,0.043763912950767064,-0.8376228017000888
1149,1,0.5173883438110352,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 80.4x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.0024), BALANCE_COVERAGE_RATIO (+1.7325), TRANS_LV1 (+0.7505)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4463), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3547), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.2723)","TRANS_AMOUNT: 120,000,000.00 -> 41,699,981.69 (-78,300,018.31)",Payment,Credit_card_repayment,2019-12-05,Thu,12,3,120000000.0,NaN,Android,229.232.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,120000000.0,1,415100000.0,2,905610000.0,6,1084310000.0,8,1391610000.0,14,1879853000.0,24,1492431.96125,70275347.51773049,141,0.08333333333333333,0,4535.0,LOGIN,0.0,129.0,0.043763912950767064,-0.8376228017000888
1149,1,0.07223562896251678,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 33.5x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.4070), BALANCE_COVERAGE_RATIO (+1.0752), TRANS_LV1 (+0.8618)","VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.2902), TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (-0.2897), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.1964)","TRANS_AMOUNT: 50,000,000.00 -> 21,559,381.48 (-28,440,618.52)",Payment,Credit_card_repayment,2019-12-11,Wed,20,1,50000000.0,NaN,Android,89.49.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,867010000.0,7,2074253000.0,27,1492431.96125,70275347.51773049,141,5.458333333333333,0,4687.0,LOGIN_FACEID,0.0,134.0,0.043763912950767064,-0.8376228017000888
1149,1,0.7159349918365479,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 80.4x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.0077), BALANCE_COVERAGE_RATIO (+1.8532), TRANS_LV1 (+0.8905)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4481), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.2355), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.2342)","TRANS_AMOUNT: 120,000,000.00 -> 20,551,757.81 (-99,448,242.19)",Payment,Credit_card_repayment,2019-12-16,Mon,14,1,120000000.0,NaN,Android,117.227.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,120000000.0,1,120000000.0,1,120000000.0,1,120000000.0,1,170000000.0,2,2194253000.0,28,1492431.96125,70275347.51773049,141,4.75,0,4801.0,LOGIN,0.028368792314270048,141.0,0.043763912950767064,-0.8376228017000888
1149,1,0.16100727021694183,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 40.2x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.5571), BALANCE_COVERAGE_RATIO (+1.1947), TRANS_LV1 (+0.8976)","TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (-0.3936), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2214), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.1964)","TRANS_AMOUNT: 60,000,000.00 -> 11,088,924.41 (-48,911,075.59)",Payment,Credit_card_repayment,2019-12-23,Mon,15,1,60000000.0,NaN,Android,149.210.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,60000000.0,1,60000000.0,1,60000000.0,1,60000000.0,1,60000000.0,1,1934021000.0,22,1492431.96125,70275347.51773049,141,7.041666666666667,0,4970.0,LOGIN_FACEID,0.04109588759617208,146.0,0.043763912950767064,-0.8376228017000888
1149,1,0.04692663624882698,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 26.8x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.4096), BALANCE_COVERAGE_RATIO (+0.9378), TRANS_LV1 (+0.8600)","TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (-0.4998), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4554), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.1911)","TRANS_AMOUNT: 40,000,000.00 -> 33,971,443.18 (-6,028,556.82)",Payment,Credit_card_repayment,2019-12-23,Mon,16,1,40000000.0,NaN,Android,16.252.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,100000000.0,2,100000000.0,2,100000000.0,2,100000000.0,2,100000000.0,2,1974021000.0,23,1492431.96125,70275347.51773049,141,0.041666666666666664,0,4971.0,LOGIN_FACEID,0.04729729410153418,148.0,0.043763912950767064,-0.8376228017000888
1149,1,0.05971891060471535,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 25.6x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.4070), BALANCE_COVERAGE_RATIO (+0.8782), TRANS_LV1 (+0.8628)","VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.2902), TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (-0.2897), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.1964)","TRANS_AMOUNT: 38,250,000.00 -> 18,274,806.26 (-19,975,193.74)",Payment,Credit_card_repayment,2019-12-29,Sun,21,1,38250000.0,NaN,Android,187.202.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,38250000.0,1,38250000.0,1,38250000.0,1,38250000.0,1,138250000.0,3,1819560000.0,20,1492431.96125,70275347.51773049,141,6.208333333333333,0,5120.0,LOGIN_FACEID,0.053333329777778014,150.0,0.043763912950767064,-0.8376228017000888
1193,1,0.053318172693252563,"Flagged due to: transaction amount is 12.7x higher than historical average, and transaction amount covers 51.3x monthly average balance, and transaction amount is 5.2x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+2.0009), BALANCE_COVERAGE_RATIO (+1.3519), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.2971)","TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.2094), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.1715), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.1568)","TRANS_AMOUNT: 420,000,000.00 -> 370,783,653.26 (-49,216,346.74)",Transfer,Outside_bank,2019-10-01,Tue,17,3,420000000.0,940909,Android,129.210.xx.xx (HCM),M,2019-08-06,1991-06-15,1,2019-08-06,BRANCH,1,SMART_OTP,State servant,420000000.0,1,420000000.0,1,420000000.0,1,420000000.0,1,432000000.0,4,1124348090.0,14,8188872.114,33164307.317460317,63,5.083333333333333,1,342.0,LOGIN,0.0,41.0,0.11603138968675326,-1.1999667435086945
1193,1,0.0778426080942154,"Flagged due to: transaction amount is 9.0x higher than historical average, and transaction amount covers 36.6x monthly average balance, and transaction amount is 10.3x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+2.2257), BALANCE_COVERAGE_RATIO (+1.0893), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.4008)","TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.2597), BALANCE_COVERAGE_RATIO × VELOCITY_RATIO_AMOUNT_7D_VS_30D (-0.1617), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.1586)","TRANS_AMOUNT: 300,000,000.00 -> 237,414,836.88 (-62,585,163.12)",Transfer,Outside_bank,2019-12-09,Mon,10,1,300000000.0,789020,Android,103.6.xx.xx (HCM),M,2019-08-06,1991-06-15,1,2019-08-06,BRANCH,1,SMART_OTP,State servant,300000000.0,1,302800000.0,2,302800000.0,2,302800000.0,2,323480000.0,5,496865000.0,17,8188872.114,33164307.317460317,63,0.08333333333333333,2,1991.0,LOGIN,0.0,103.0,0.11603138968675326,-1.1999667435086945
1212,1,0.06917636841535568,"Flagged due to: long inactivity period (102.9 days since last transaction), and unusual combination of high transaction amount and long inactivity period (combined score: 67.37), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_SINCE_LAST_TRANS (+1.9974), DAYS_AMOUNT_COMBINED (+1.1953), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.2734)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.1455), DAYS_SINCE_LAST_TRANS × DAYS_AMOUNT_COMBINED (+0.1338), DAYS_SINCE_LAST_TRANS × TRANS_LV2 (+0.0968)","TRANS_AMOUNT: 2,000,000.00 -> 531,839.37 (-1,468,160.63)",Transfer,Outside_bank,2019-08-03,Sat,21,1,2000000.0,890971,iOS,2.170.xx.xx (DN),M,2019-04-23,1974-07-10,0,2019-04-23,BRANCH,1,SMS,Commercial associate,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,1088404.4542857143,866666.6666666666,3,102.875,1,1783.0,LOGIN_FINGER,0.4285712244898931,21.0,0.0,-1.1130249627770905
1217,1,0.10238000005483627,"Flagged due to: long inactivity period (102.1 days since last transaction), and unusual combination of high transaction amount and long inactivity period (combined score: 74.72), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_SINCE_LAST_TRANS (+2.0961), DAYS_AMOUNT_COMBINED (+1.4929), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3203)","DAYS_SINCE_LAST_TRANS × DAYS_AMOUNT_COMBINED (+0.3386), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (-0.1462), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.1196)","TRANS_AMOUNT: 10,000,000.00 -> 543,537.14 (-9,456,462.86)",Transfer,Outside_bank,2019-11-24,Sun,12,1,10000000.0,482871,iOS,128.93.xx.xx (BD),M,2019-03-04,1989-09-12,0,2019-04-03,BRANCH,1,SMART_OTP,Commercial associate,10000000.0,1,10000000.0,1,10000000.0,1,10000000.0,1,10000000.0,1,10000000.0,1,14917065.887,5994444.444444444,9,102.08333333333333,1,5593.0,LOGIN,0.0,15.0,0.4664176299862077,-1.0479868494408155
1285,1,0.3114013373851776,"Flagged due to: transaction amount is 9.7x higher than historical average, and transaction amount covers 38.8x monthly average balance, and transaction amount leading digits deviation from Benford's Law (score: 1.0182).","TRANS_AMOUNT_Z_SCORE (+1.8012), BALANCE_COVERAGE_RATIO (+1.1488), BENFORD_DEV (+0.7767)","TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (-0.3305), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (-0.2194), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.1386)","TRANS_AMOUNT: 21,000,000.00 -> 11,514,736.18 (-9,485,263.82)",Transfer,Within_bank,2019-11-04,Mon,19,1,21000000.0,666409,iOS,142.25.xx.xx (DN),M,2019-07-31,1996-09-04,0,2019-09-07,BRANCH,1,SMS,Commercial associate,21000000.0,1,21000000.0,1,21000000.0,1,21000000.0,1,21000000.0,1,21050000.0,2,541539.8525,2169230.769230769,13,24.5,1,742.0,LOGIN,0.0,27.0,1.018176851611001,-1.503696587781348
1368,1,0.05434713885188103,"Flagged due to: transaction amount covers 69.4x monthly average balance, and transaction amount leading digits deviation from Benford's Law (score: 0.9021), and sudden 7d spending volume spike relative to 30 days (ratio: 96.2%).","BALANCE_COVERAGE_RATIO (+1.8015), BENFORD_DEV (+0.7836), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.2402)","TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.2826), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.2160), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.1464)","TRANS_AMOUNT: 5,000,000.00 -> 4,356,427.19 (-643,572.81)",Transfer,Outside_bank,2019-12-27,Fri,13,1,5000000.0,708086,iOS,132.224.xx.xx (HN),F,2019-10-18,1989-08-20,0,2019-10-18,BRANCH,0,SMART_OTP,Businessman,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5196612.0,5,72040.14,1756905.4444444445,9,7.166666666666667,1,1583.0,LOGIN,0.0,24.0,0.9020675910181324,-0.9857276406644706
1368,1,0.05831544101238251,"Flagged due to: transaction amount covers 138.8x monthly average balance, and transaction amount leading digits deviation from Benford's Law (score: 0.9021), and transaction amount is 5.7x higher than historical average.","BALANCE_COVERAGE_RATIO (+1.6808), BENFORD_DEV (+0.7247), TRANS_AMOUNT_Z_SCORE (+0.6432)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.3813), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3477), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1433)","TRANS_AMOUNT: 10,000,000.00 -> 9,608,078.00 (-391,922.00)",Transfer,Outside_bank,2019-12-27,Fri,14,2,10000000.0,768353,iOS,152.125.xx.xx (HN),F,2019-10-18,1989-08-20,0,2019-10-18,BRANCH,0,SMART_OTP,Businessman,10000000.0,1,15000000.0,2,15000000.0,2,15000000.0,2,15000000.0,2,15196612.0,6,72040.14,1756905.4444444445,9,0.041666666666666664,2,1584.0,LOGIN,0.0,25.0,0.9020675910181324,-0.9857276406644706
1546,1,0.3188900947570801,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00), and transaction amount leading digits deviation from Benford's Law (score: 0.5963).","TRANS_LV2 (+1.8649), TRANS_LV1 (+0.9112), BENFORD_DEV (+0.3259)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.2818), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.2778), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.1607)",,Payment,Credit_card_repayment,2019-08-23,Fri,11,1,760000.0,NaN,Android,251.128.xx.xx (HN),M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,Working,760000.0,1,760000.0,1,760000.0,1,760000.0,1,760000.0,1,760000.0,1,93487.00181818182,768031.2857142857,7,30.125,0,3951.0,LOGIN,0.0,14.0,0.5962833139603892,-1.6158175110812043
1546,1,0.4854682683944702,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00), and transaction amount leading digits deviation from Benford's Law (score: 0.5963).","TRANS_LV2 (+1.7581), TRANS_LV1 (+0.8998), BENFORD_DEV (+0.4362)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.2818), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.2757), DAYS_SINCE_LAST_TRANS × TRANS_LV2 (-0.1823)",,Payment,Credit_card_repayment,2019-09-24,Tue,7,1,709917.0,NaN,Android,34.134.xx.xx (HN),M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,Working,709917.0,1,709917.0,1,709917.0,1,709917.0,1,709917.0,1,709917.0,1,93487.00181818182,768031.2857142857,7,31.833333333333332,0,4715.0,LOGIN,0.0,18.0,0.5962833139603892,-1.6158175110812043
1546,1,0.2612472474575043,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00), and transaction amount covers 10.9x monthly average balance.","TRANS_LV2 (+1.7987), TRANS_LV1 (+0.7517), BALANCE_COVERAGE_RATIO (+0.4818)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.3956), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.2827), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2332)","TRANS_AMOUNT: 1,018,559.00 -> 189,803.48 (-828,755.52)",Payment,Credit_card_repayment,2019-10-23,Wed,21,1,1018559.0,NaN,Android,57.196.xx.xx (HN),M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,Working,1018559.0,1,1018559.0,1,1018559.0,1,1018559.0,1,1018559.0,1,1728476.0,2,93487.00181818182,768031.2857142857,7,29.583333333333332,0,0.0,LOGIN_FINGER,0.0,21.0,0.5962833139603892,-1.6158175110812043
1546,1,0.8478930592536926,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00), and transaction amount covers 12.6x monthly average balance.","TRANS_LV2 (+2.0683), TRANS_LV1 (+0.6558), BALANCE_COVERAGE_RATIO (+0.5376)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4650), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.3842), HOURS_SINCE_SEC_EVENT × TRANS_LV1 (-0.2703)",,Payment,Credit_card_repayment,2019-11-25,Mon,11,1,1180948.0,NaN,Android,190.71.xx.xx (HN),M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,Working,1180948.0,1,1180948.0,1,1180948.0,1,1180948.0,1,1180948.0,1,1180948.0,1,93487.00181818182,768031.2857142857,7,32.583333333333336,0,0.0,LOGIN_FINGER,0.18181812672177977,33.0,0.5962833139603892,-1.6158175110812043
1546,1,1.0,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 0.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00), and unusual behavior in feature 'TRANS_LV2' (value: 1.00).","TRANS_HOUR (+2.9932), TRANS_LV1 (+1.2030), TRANS_LV2 (+1.1205)","TRANS_HOUR × TRANS_LV2 (-0.8319), TRANS_HOUR × TRANS_LV1 (+0.5853), TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (-0.3936)",,Payment,Credit_card_repayment,2019-12-25,Wed,0,1,1061901.0,NaN,Android,164.179.xx.xx (HN),M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,Working,1061901.0,1,1061901.0,1,1061901.0,1,1061901.0,1,1061901.0,1,2242849.0,2,93487.00181818182,768031.2857142857,7,29.541666666666668,0,709.0,LOGIN,0.1891891380569897,37.0,0.5962833139603892,-1.6158175110812043
